no real user sys rows
978 0.006 0.003 0.003 0
979 0.007 0 0.005 0
980 0.007 0.006 0 0
981 0.007 0.006 0 0
982 0.006 0.005 0 0
983 0.007 0 0.005 0
984 0.007 0 0.005 0
985 0.006 0.005 0 0
986 0.006 0.005 0 0
987 0.006 0 0.005 0
988 0.007 0.003 0.003 1
989 0.006 0.005 0 0
990 0.006 0 0.005 0
991 0.006 0.005 0 0
992 0.006 0.001 0.005 0
993 0.007 0.005 0 0
994 0.008 0.003 0.003 0
995 0.008 0.003 0.003 0
996 0.006 0.005 0 0
997 0.007 0 0.005 0
998 0.006 0.005 0 0
999 0.007 0.003 0.002 1
1000 0.007 0.005 0 0
1001 0.006 0 0.005 0
1002 0.006 0.005 0 0
1003 0.006 0 0.005 0
1004 0.007 0.005 0 1
1005 0.007 0.003 0.002 0
1006 0.008 0.006 0 0
1007 0.007 0 0.005 0
1008 0.007 0.005 0 0
1009 0.006 0.005 0 0
1010 0.007 0.003 0.002 0
1011 0.007 0 0.005 0
1012 0.01 0 0.005 1
1013 0.007 0.005 0 1
1014 0.007 0.005 0 0
1015 0.006 0 0.005 0
1016 0.006 0.005 0 0
1017 0.006 0.005 0 0
1018 0.006 0.005 0 0
1019 0.006 0 0.005 0
1020 0.007 0.005 0 0
1021 0.007 0.003 0.003 0
1022 0.007 0.003 0.003 0
1023 0.007 0.005 0 0
1024 0.007 0.005 0 0
1025 0.007 0 0.005 0
1026 0.007 0 0.005 0
1027 0.007 0 0.005 0
1028 0.008 0.006 0 0
1029 0.007 0.006 0 1
1030 0.01 0.006 0 0
1031 0.007 0 0.006 1
1032 0.007 0.003 0.003 0
1033 0.007 0.006 0 0
1034 0.008 0.005 0 1
1035 0.006 0 0.005 0
1036 0.008 0.005 0.001 1
1037 0.007 0.006 0 0
1038 0.008 0 0.006 0
1039 0.007 0.003 0.003 0
1040 0.008 0 0.005 0
1041 0.006 0.003 0.003 0
1042 0.006 0.005 0 0
1043 0.007 0.005 0 1
1044 0.007 0.003 0.003 0
1045 0.007 0.006 0 0
1046 0.008 0.005 0 0
1047 0.007 0.006 0 0
1048 0.007 0 0.006 0
1049 0.007 0.003 0.003 0
1050 0.009 0 0.005 1
1051 0.006 0.005 0 0
1052 0.008 0.006 0 0
1053 0.008 0.006 0 0
1054 0.007 0 0.005 0
1055 0.006 0 0.005 0
1056 0.006 0 0.005 0
1057 0.007 0.005 0 0
1058 0.006 0.005 0 0
1059 0.006 0.005 0 0
1060 0.006 0.005 0 0
1061 0.009 0.005 0.001 1
1062 0.007 0.006 0 0
1063 0.007 0.005 0 0
1064 0.007 0.006 0 0
1065 0.007 0.001 0.005 0
1066 0.007 0.005 0 1
1067 0.008 0 0.005 0
1068 0.008 0.005 0 0
1069 0.008 0.005 0 0
1070 0.008 0.006 0 0
1071 0.008 0 0.005 0
1072 0.009 0.006 0 1
1073 0.007 0.006 0 1
1074 0.008 0 0.005 0
1075 0.007 0 0.005 0
1076 0.007 0 0.005 0
1077 0.007 0.005 0 0
1078 0.007 0.006 0 0
1079 0.008 0.005 0 0
1080 0.007 0.003 0.003 0
1081 0.007 0 0.005 0
1082 0.007 0 0.005 0
1083 0.006 0.005 0 0
1084 0.008 0.006 0 0
1085 0.007 0.005 0 0
1086 0.007 0 0.005 0
1087 0.007 0.006 0 0
1088 0.006 0.005 0 0
1089 0.007 0 0.005 0
1090 0.009 0.006 0 1
1091 0.007 0.006 0 0
1092 0.01 0.006 0 1
1093 0.007 0.005 0 0
1094 0.007 0.006 0 0
1095 0.008 0.005 0.001 0
1096 0.008 0.005 0.001 0
1097 0.008 0.006 0 0
1098 0.008 0.006 0 0
1099 0.007 0.006 0 0
1100 0.007 0.006 0 0
1101 0.007 0.003 0.003 0
1102 0.008 0.006 0 0
1103 0.009 0.006 0 1
1104 0.006 0.003 0.003 0
1105 0.008 0 0.005 0
1106 0.008 0.006 0 0
1107 0.007 0 0.005 0
1108 0.007 0 0.005 0
1109 0.007 0 0.006 0
1110 0.035 0 0.006 0
1111 0.025 0.003 0.003 0
1112 0.012 0.006 0 1
1113 0.034 0.007 0 1
1114 0.022 0 0.006 0
1115 0.017 0.006 0 0
1116 0.018 0 0.005 0
1117 0.073 0 0.006 1
1118 0.035 0.006 0 1
1119 0.024 0.003 0.003 0
1120 0.027 0 0.006 0
1121 0.026 0.006 0 1
1122 0.028 0 0.006 1
1123 0.032 0 0.006 1
1124 0.007 0.006 0 0
1125 0.006 0.005 0 0
1126 0.007 0 0.005 0
1127 0.006 0.005 0 0
1128 0.006 0 0.005 0
1129 0.006 0.005 0 0
1130 0.006 0.005 0 0
1131 0.006 0.005 0 0
1132 0.007 0.006 0 0
1133 0.007 0.003 0.003 0
1134 0.008 0.003 0.003 0
1135 0.007 0.003 0.003 0
1136 0.006 0.005 0 0
1137 0.006 0.005 0 1
1138 0.006 0.003 0.003 0
1139 0.006 0.005 0 0
1140 0.01 0 0.005 0
1141 0.007 0 0.006 0
1142 0.008 0.003 0.003 0
1143 0.008 0 0.006 0
1144 0.007 0 0.005 0
1145 0.008 0.006 0 1
1146 0.007 0 0.005 0
1147 0.007 0 0.005 0
1148 0.007 0.006 0 0
1149 0.007 0.006 0 1
1150 0.008 0.003 0.003 1
1151 0.007 0 0.006 0
1152 0.006 0.005 0 0
1153 0.007 0 0.005 0
1154 0.006 0.005 0 0
1155 0.007 0.005 0 0
1156 0.006 0.005 0 0
1157 0.006 0.005 0 0
1158 0.009 0.005 0 1
1159 0.006 0.003 0.002 1
1160 0.006 0.005 0 0
1161 0.006 0.002 0.003 0
1162 0.006 0 0.005 1
1163 0.007 0.005 0 0
1164 0.006 0.005 0 0
1165 0.009 0 0.005 1
1166 0.007 0.005 0 0
1167 0.007 0.005 0 1
1168 0.007 0.005 0.001 0
1169 0.007 0.006 0 0
1170 0.007 0 0.006 0
1171 0.006 0.003 0.003 0
1172 0.006 0.005 0 0
1173 0.006 0.005 0 0
1174 0.006 0.005 0 0
1175 0.009 0.005 0 1
1176 0.007 0 0.005 1
1177 0.008 0.005 0 0
1178 0.006 0.005 0 0
1179 0.008 0.005 0 0
1180 0.007 0 0.005 0
1181 0.007 0.005 0 0
1182 0.006 0.005 0 0
1183 0.007 0.003 0.002 0
1184 0.006 0.005 0 0
1185 0.006 0.005 0 0
1186 0.007 0 0.005 1
1187 0.006 0 0.005 1
1188 0.006 0.005 0 0
1189 0.006 0 0.005 0
1190 0.006 0.005 0 0
1191 0.006 0.005 0 1
1192 0.006 0.005 0 1
1193 0.006 0.002 0.003 0
1194 0.007 0.005 0 0
1195 0.006 0.005 0 1
1196 0.007 0.005 0 0
1197 0.007 0.005 0 0
1198 0.007 0.005 0 0
1199 0.007 0.005 0 0
1200 0.006 0.005 0 0
1201 0.006 0.005 0 0
1202 0.006 0.005 0 0
1203 0.007 0.002 0.003 0
1204 0.008 0.005 0 0
1205 0.006 0 0.005 0
1206 0.006 0.005 0 0
1207 0.006 0.005 0 0
1208 0.006 0 0.005 0
1209 0.008 0 0.005 1
1210 0.006 0.005 0 0
1211 0.006 0.005 0 0
1212 0.006 0.005 0 0
1213 0.006 0.005 0 0
1214 0.006 0.005 0 0
1215 0.009 0.005 0 1
1216 0.006 0 0.005 0
1217 0.007 0.005 0 0
1218 0.006 0.003 0.002 0
1219 0.006 0 0.005 0
1220 0.007 0.003 0.002 0
1221 0.007 0.005 0 0
1222 0.006 0.005 0 0
1223 0.007 0.005 0 0
1224 0.006 0.005 0 0
1225 0.008 0.005 0 0
1226 0.008 0.006 0 0
1227 0.008 0.005 0 0
1228 0.008 0 0.005 1
1229 0.007 0 0.005 1
1230 0.008 0.005 0 1
1231 0.006 0.005 0 0
1232 0.006 0.005 0 0
1233 0.006 0.005 0 0
1234 0.006 0.005 0 0
1235 0.006 0.003 0.002 0
1236 0.007 0.005 0 0
1237 0.006 0 0.005 0
1238 0.006 0.005 0 0
1239 0.006 0.005 0 0
1240 0.006 0.003 0.002 0
1241 0.007 0.005 0 0
1242 0.006 0.005 0 0
1243 0.006 0.005 0 0
1244 0.006 0 0.005 0
1245 0.006 0.003 0.002 0
1246 0.007 0.005 0 0
1247 0.006 0 0.005 0
1248 0.006 0 0.005 0
1249 0.006 0.005 0 0
1250 0.006 0.005 0 0
1251 0.007 0.004 0 1
1252 0.006 0.005 0 1
1253 0.006 0.005 0 0
1254 0.007 0 0.005 0
1255 0.006 0 0.005 0
1256 0.007 0 0.005 0
1257 0.006 0 0.005 0
1258 0.006 0 0.005 0
1259 0.008 0.005 0 0
1260 0.007 0.003 0.003 0
1261 0.007 0.006 0 0
1262 0.007 0 0.005 0
1263 0.006 0.005 0 0
1264 0.006 0.005 0 0
1265 0.006 0 0.005 0
1266 0.006 0 0.005 0
1267 0.006 0.005 0 0
1268 0.008 0 0.005 0
1269 0.006 0.005 0 0
1270 0.006 0.005 0 0
1271 0.006 0.005 0 1
1272 0.006 0.005 0 0
1273 0.007 0.005 0 0
1274 0.006 0.005 0 0
1275 0.006 0.005 0 0
1276 0.006 0.005 0 0
1277 0.006 0.005 0 0
1278 0.006 0 0.005 0
1279 0.006 0 0.005 0
1280 0.007 0 0.005 0
1281 0.006 0.005 0 0
1282 0.006 0.005 0 0
1283 0.006 0.005 0 1
1284 0.006 0 0.005 0
1285 0.007 0.005 0 0
1286 0.008 0.005 0 1
1287 0.007 0.005 0 0
1288 0.006 0 0.005 0
1289 0.008 0.005 0 0
1290 0.006 0.001 0.004 0
1291 0.006 0 0.005 0
1292 0.006 0.005 0 0
1293 0.006 0 0.005 0
1294 0.006 0.005 0 0
1295 0.008 0.005 0 1
1296 0.006 0.005 0 0
1297 0.006 0.004 0 0
1298 0.006 0 0.005 0
1299 0.006 0.005 0 0
1300 0.006 0.005 0 0
1301 0.006 0.005 0 0
1302 0.006 0 0.005 0
1303 0.006 0.005 0 1
1304 0.006 0.005 0 0
1305 0.007 0 0.005 0
1306 0.007 0.001 0.004 0
1307 0.006 0.005 0 0
1308 0.006 0 0.005 0
1309 0.006 0 0.005 0
1310 0.006 0 0.005 0
1311 0.006 0.005 0 0
1312 0.006 0 0.005 0
1313 0.006 0.005 0 0
1314 0.006 0 0.005 0
1315 0.006 0 0.005 0
1316 0.006 0 0.005 0
1317 0.006 0.005 0 0
1318 0.008 0.005 0 0
1319 0.008 0.005 0 1
1320 0.006 0.003 0.002 0
1321 0.007 0.005 0 0
1322 0.006 0.006 0 0
1323 0.007 0.006 0 0
1324 0.006 0.005 0 0
1325 0.007 0.005 0 1
1326 0.007 0.005 0 0
1327 0.006 0 0.005 0
1328 0.006 0.001 0.004 0
1329 0.006 0 0.005 0
1330 0.006 0.005 0 0
1331 0.006 0 0.005 0
1332 0.008 0.005 0 0
1333 0.006 0.005 0 0
1334 0.006 0.005 0 0
1335 0.007 0.005 0 0
1336 0.006 0.005 0 0
1337 0.006 0.005 0 0
1338 0.006 0 0.005 0
1339 0.007 0 0.005 0
1340 0.006 0.005 0 1
1341 0.008 0 0.005 1
1342 0.006 0 0.005 0
1343 0.006 0 0.005 0
1344 0.006 0.004 0 1
1345 0.006 0.005 0 0
1346 0.006 0 0.005 0
1347 0.006 0.005 0 0
1348 0.006 0.001 0.004 0
1349 0.009 0 0.005 0
1350 0.007 0 0.005 1
1351 0.007 0.005 0 0
1352 0.008 0.005 0 0
1353 0.006 0.002 0.003 0
1354 0.007 0 0.005 0
1355 0.006 0 0.005 0
1356 0.006 0.005 0 0
1357 0.007 0.005 0 0
1358 0.006 0 0.005 0
1359 0.006 0.005 0 0
1360 0.007 0.005 0 0
1361 0.006 0 0.005 0
1362 0.008 0 0.005 1
1363 0.007 0.005 0 0
1364 0.007 0 0.005 0
1365 0.006 0.005 0 0
1366 0.008 0.006 0 0
1367 0.006 0.005 0 0
1368 0.006 0 0.005 0
1369 0.006 0.005 0 0
1370 0.006 0.005 0 0
1371 0.006 0.005 0 0
1372 0.006 0.005 0 0
1373 0.006 0 0.005 0
1374 0.006 0 0.005 0
1375 0.006 0.005 0 0
1376 0.007 0.005 0 0
1377 0.007 0 0.005 0
1378 0.007 0.005 0 0
1379 0.006 0.005 0 0
1380 0.007 0.005 0 0
1381 0.006 0.005 0 0
1382 0.006 0.003 0.003 0
1383 0.006 0.001 0.005 1
1384 0.006 0.005 0 0
1385 0.007 0 0.005 1
1386 0.006 0.005 0 1
1387 0.006 0.005 0 0
1388 0.006 0 0.005 0
1389 0.008 0.005 0 0
1390 0.007 0 0.005 0
1391 0.007 0.005 0 0
1392 0.006 0.003 0.002 0
1393 0.008 0.005 0 1
1394 0.006 0.005 0 0
1395 0.007 0.005 0 0
1396 0.009 0 0.005 1
1397 0.006 0.005 0 0
1398 0.007 0.003 0.003 1
1399 0.007 0.005 0 0
1400 0.006 0 0.005 0
1401 0.007 0.005 0 0
1402 0.006 0.003 0.003 0
1403 0.006 0.005 0 0
1404 0.006 0.005 0 0
1405 0.006 0.005 0 0
1406 0.006 0.005 0 0
1407 0.006 0.005 0 1
1408 0.006 0.005 0 0
1409 0.006 0 0.005 0
1410 0.007 0.003 0.003 0
1411 0.007 0.006 0 0
1412 0.007 0.006 0 0
1413 0.007 0 0.005 1
1414 0.007 0.005 0 0
1415 0.007 0.005 0 0
1416 0.007 0.003 0.003 1
1417 0.007 0.006 0 0
1418 0.007 0.006 0 0
1419 0.007 0.005 0 0
1420 0.006 0.005 0 0
1421 0.006 0.005 0 0
1422 0.006 0.005 0 0
1423 0.006 0.005 0 1
1424 0.006 0 0.005 0
1425 0.007 0.005 0 0
1426 0.006 0 0.005 0
1427 0.007 0.005 0 0
1428 0.006 0.005 0 0
1429 0.006 0 0.005 0
1430 0.006 0.005 0 0
1431 0.006 0 0.005 0
1432 0.006 0.005 0 0
1433 0.006 0 0.005 0
1434 0.006 0 0.005 0
1435 0.009 0.003 0.003 1
1436 0.007 0.005 0 0
1437 0.006 0.005 0 0
1438 0.006 0.005 0 0
1439 0.006 0.005 0 0
1440 0.006 0 0.005 0
1441 0.006 0.005 0 1
1442 0.006 0.003 0.002 0
1443 0.006 0 0.005 0
1444 0.007 0 0.005 0
1445 0.006 0.005 0 0
1446 0.007 0 0.005 0
1447 0.006 0.005 0 0
1448 0.006 0.005 0 0
1449 0.007 0.005 0 0
1450 0.006 0 0.005 0
1451 0.006 0.005 0 0
1452 0.006 0 0.005 0
1453 0.007 0 0.005 0
1454 0.007 0.005 0 0
1455 0.008 0 0.005 1
1456 0.009 0.005 0 1
1457 0.006 0.005 0 0
1458 0.006 0 0.005 1
1459 0.006 0 0.005 0
1460 0.007 0.003 0.003 0
1461 0.006 0 0.005 0
1462 0.006 0.005 0 0
1463 0.006 0.005 0 0
1464 0.006 0.003 0.002 0
1465 0.006 0 0.005 0
1466 0.006 0 0.005 0
1467 0.006 0.005 0 0
1468 0.006 0.003 0.002 0
1469 0.006 0 0.005 0
1470 0.006 0 0.005 0
1471 0.006 0.005 0 0
1472 0.005 0.004 0 0
1473 0.006 0.005 0 0
1474 0.007 0 0.005 0
1475 0.006 0 0.005 0
1476 0.007 0.005 0 0
1477 0.007 0 0.005 0
1478 0.007 0.005 0 0
1479 0.006 0 0.005 0
1480 0.007 0 0.005 0
1481 0.006 0.003 0.002 0
1482 0.006 0 0.005 0
1483 0.006 0 0.005 0
1484 0.006 0.005 0 0
1485 0.007 0 0.004 0
1486 0.007 0 0.005 0
1487 0.008 0.005 0 1
1488 0.006 0.006 0 0
1489 0.006 0 0.005 0
1490 0.006 0 0.005 0
1491 0.006 0.005 0 1
1492 0.006 0.005 0 0
1493 0.006 0.005 0 0
1494 0.006 0.005 0 0
1495 0.006 0 0.005 0
1496 0.006 0.005 0 0
1497 0.007 0.005 0 0
1498 0.006 0.005 0 0
1499 0.006 0.003 0.003 0
1500 0.007 0.005 0 0
1501 0.007 0.001 0.004 0
1502 0.007 0.005 0 1
1503 0.006 0 0.005 0
1504 0.01 0.005 0 1
1505 0.007 0.005 0 0
1506 0.006 0.003 0.002 0
1507 0.007 0.005 0 0
1508 0.006 0 0.005 0
1509 0.006 0.005 0 0
1510 0.006 0 0.005 0
1511 0.008 0.005 0 1
1512 0.007 0 0.005 0
1513 0.007 0.005 0 0
1514 0.006 0.005 0 0
1515 0.007 0 0.005 0
1516 0.007 0 0.005 1
1517 0.006 0.005 0 0
1518 0.006 0.003 0.002 0
1519 0.006 0.005 0 0
1520 0.006 0.003 0.002 0
1521 0.006 0 0.005 0
1522 0.006 0 0.005 0
1523 0.006 0 0.005 0
1524 0.007 0.003 0.002 0
1525 0.006 0 0.005 0
1526 0.006 0 0.005 0
1527 0.007 0.005 0 1
1528 0.007 0.005 0.001 0
1529 0.007 0.006 0 0
1530 0.007 0 0.005 0
1531 0.007 0 0.005 0
1532 0.007 0 0.005 0
1533 0.006 0 0.005 0
1534 0.008 0.003 0.002 0
1535 0.006 0.003 0.002 0
1536 0.007 0 0.005 0
1537 0.007 0.005 0 0
1538 0.007 0.005 0 1
1539 0.006 0.003 0.002 0
1540 0.006 0 0.005 0
1541 0.006 0.005 0 0
1542 0.007 0.005 0 0
1543 0.006 0.005 0 0
1544 0.006 0.005 0 1
1545 0.006 0.005 0 0
1546 0.006 0 0.005 0
1547 0.006 0.003 0.002 0
1548 0.006 0 0.005 0
1549 0.007 0.003 0.003 0
1550 0.006 0.005 0 0
1551 0.006 0 0.005 0
1552 0.006 0 0.005 0
1553 0.006 0.005 0 0
1554 0.006 0.005 0 0
1555 0.007 0 0.005 1
1556 0.006 0.005 0 0
1557 0.006 0.005 0 0
1558 0.006 0 0.005 0
1559 0.006 0.005 0 0
1560 0.006 0.005 0 0
1561 0.006 0.005 0 0
1562 0.006 0.003 0.002 0
1563 0.006 0 0.005 0
1564 0.006 0.005 0 0
1565 0.006 0.005 0 0
1566 0.006 0.005 0 0
1567 0.006 0 0.005 0
1568 0.006 0.005 0 0
1569 0.006 0 0.005 0
1570 0.006 0.005 0 1
1571 0.007 0 0.005 0
1572 0.007 0.005 0 0
1573 0.006 0.005 0 0
1574 0.007 0 0.005 0
1575 0.006 0 0.005 0
1576 0.006 0.005 0 0
1577 0.006 0.005 0 0
1578 0.006 0.005 0 0
1579 0.006 0.005 0 0
1580 0.006 0.005 0 0
1581 0.006 0 0.005 0
1582 0.007 0.005 0 0
1583 0.007 0.005 0 0
1584 0.006 0 0.005 1
1585 0.006 0.005 0 0
1586 0.009 0.005 0 0
1587 0.007 0 0.005 0
1588 0.006 0.005 0 0
1589 0.006 0.005 0 0
1590 0.006 0 0.005 0
1591 0.006 0.003 0.002 0
1592 0.006 0 0.005 0
1593 0.008 0.002 0.003 1
1594 0.006 0.005 0 0
1595 0.006 0.005 0 0
1596 0.006 0 0.005 0
1597 0.006 0.005 0 0
1598 0.008 0 0.005 1
1599 0.006 0 0.005 0
1600 0.007 0.001 0.004 1
1601 0.006 0.005 0 1
1602 0.006 0.005 0 0
1603 0.006 0.005 0 0
1604 0.006 0.005 0 1
1605 0.006 0.005 0 0
1606 0.007 0.005 0 0
1607 0.007 0 0.005 0
1608 0.006 0 0.005 0
1609 0.006 0.005 0 0
1610 0.008 0.005 0 1
1611 0.006 0.004 0 0
1612 0.006 0 0.005 1
1613 0.006 0 0.005 0
1614 0.008 0.007 0 0
1615 0.006 0.005 0 0
1616 0.007 0.006 0 0
1617 0.007 0.005 0 0
1618 0.008 0.005 0 1
1619 0.006 0.005 0 0
1620 0.006 0.005 0 0
1621 0.006 0.005 0 0
1622 0.006 0.005 0 0
1623 0.006 0.005 0 0
1624 0.022 0 0.005 0
1625 0.006 0.005 0 0
1626 0.007 0.005 0 0
1627 0.006 0.003 0.002 0
1628 0.007 0.005 0 0
1629 0.008 0.005 0 1
1630 0.006 0.005 0 0
1631 0.008 0.005 0 0
1632 0.007 0.005 0 0
1633 0.007 0 0.005 0
1634 0.007 0.003 0.003 0
1635 0.006 0.005 0 0
1636 0.006 0 0.005 0
1637 0.006 0.005 0 0
1638 0.006 0.005 0 0
1639 0.006 0 0.005 0
1640 0.006 0.005 0 0
1641 0.006 0.005 0 0
1642 0.006 0.005 0 0
1643 0.006 0.005 0 1
1644 0.006 0 0.005 0
1645 0.007 0 0.005 0
1646 0.006 0 0.005 0
1647 0.006 0 0.005 0
1648 0.006 0.003 0.002 0
1649 0.007 0.005 0 0
1650 0.006 0.005 0 0
1651 0.007 0.003 0.003 0
1652 0.006 0 0.005 0
1653 0.007 0 0.005 0
1654 0.006 0.005 0 0
1655 0.006 0.005 0 0
1656 0.006 0 0.005 0
1657 0.006 0.002 0.003 0
1658 0.006 0 0.005 0
1659 0.006 0 0.005 0
1660 0.006 0 0.005 0
1661 0.008 0.005 0 1
1662 0.017 0.003 0.003 0
1663 0.007 0 0.005 0
1664 0.011 0.005 0 0
1665 0.007 0.006 0 0
1666 0.017 0 0.006 0
1667 0.006 0.005 0 0
1668 0.007 0.005 0 0
1669 0.006 0.005 0 1
1670 0.006 0.005 0 0
1671 0.006 0.005 0 0
1672 0.009 0.005 0 1
1673 0.007 0.005 0 0
1674 0.006 0.005 0 0
1675 0.006 0 0.005 0
1676 0.006 0.005 0 1
1677 0.008 0.005 0 0
1678 0.012 0.005 0 0
1679 0.006 0 0.005 0
1680 0.006 0 0.005 0
1681 0.006 0 0.005 0
1682 0.006 0.005 0 0
1683 0.007 0.002 0.003 0
1684 0.009 0 0.005 1
1685 0.006 0.005 0 0
1686 0.006 0.005 0 1
1687 0.006 0.005 0 0
1688 0.006 0.005 0 0
1689 0.006 0.005 0 0
1690 0.007 0 0.005 1
1691 0.006 0.005 0 1
1692 0.007 0 0.005 0
1693 0.006 0.005 0 0
1694 0.006 0 0.005 0
1695 0.007 0 0.005 0
1696 0.006 0 0.005 0
1697 0.007 0.005 0 0
1698 0.007 0 0.005 0
1699 0.006 0.005 0 0
1700 0.006 0.005 0 1
1701 0.006 0.005 0 0
1702 0.024 0 0.005 0
1703 0.007 0.005 0 0
1704 0.007 0.005 0 0
1705 0.006 0.005 0 1
1706 0.006 0.005 0 0
1707 0.007 0.005 0 1
1708 0.006 0.005 0 1
1709 0.006 0 0.005 0
1710 0.006 0 0.005 0
1711 0.006 0 0.005 1
1712 0.007 0 0.005 0
1713 0.007 0.003 0.003 0
1714 0.007 0.005 0 0
1715 0.007 0.005 0 0
1716 0.006 0.005 0 0
1717 0.006 0.001 0.004 0
1718 0.006 0 0.005 0
1719 0.006 0.005 0 0
1720 0.006 0.005 0 0
1721 0.007 0.005 0 1
1722 0.006 0.005 0 0
1723 0.006 0.005 0 0
1724 0.006 0 0.005 0
1725 0.007 0.005 0 0
1726 0.006 0 0.005 0
1727 0.006 0.005 0 0
1728 0.006 0.004 0 0
1729 0.007 0 0.005 0
1730 0.006 0.005 0 0
1731 0.006 0.003 0.002 0
1732 0.006 0.005 0 0
1733 0.006 0.005 0 1
1734 0.006 0.005 0 0
1735 0.006 0.005 0 0
1736 0.006 0.005 0 1
1737 0.006 0.005 0 1
1738 0.006 0.005 0 0
1739 0.006 0.005 0 0
1740 0.006 0.005 0 0
1741 0.006 0.005 0 0
1742 0.006 0 0.005 1
1743 0.006 0.005 0 0
1744 0.006 0 0.005 0
1745 0.006 0.005 0 0
1746 0.006 0.004 0 0
1747 0.006 0 0.005 0
1748 0.006 0 0.005 0
1749 0.006 0.005 0 0
1750 0.007 0.005 0 0
1751 0.006 0.005 0 0
1752 0.006 0.001 0.004 0
1753 0.006 0.005 0 0
1754 0.006 0.005 0 0
1755 0.006 0.005 0 0
1756 0.006 0.004 0 0
1757 0.008 0.005 0 0
1758 0.006 0 0.005 0
1759 0.007 0.005 0 0
1760 0.006 0.005 0 0
1761 0.006 0.005 0 0
1762 0.006 0.005 0 0
1763 0.006 0.005 0 0
1764 0.006 0.005 0 1
1765 0.007 0.003 0.002 0
1766 0.006 0.005 0 0
1767 0.007 0 0.005 0
1768 0.006 0.005 0 0
1769 0.006 0.005 0 1
1770 0.006 0.005 0 0
1771 0.006 0.005 0 0
1772 0.006 0.005 0 0
1773 0.006 0 0.005 0
1774 0.006 0.004 0 0
1775 0.006 0.005 0 0
1776 0.007 0 0.005 1
1777 0.006 0.005 0 0
1778 0.006 0 0.005 0
1779 0.008 0.005 0 0
1780 0.006 0.005 0 0
1781 0.006 0 0.005 0
1782 0.007 0.005 0 0
1783 0.006 0.005 0 0
1784 0.007 0.005 0 0
1785 0.006 0 0.005 0
1786 0.006 0.005 0 0
1787 0.006 0.005 0 0
1788 0.006 0.005 0 0
1789 0.006 0 0.004 0
1790 0.006 0 0.005 0
1791 0.006 0.005 0 0
1792 0.006 0.005 0 0
1793 0.006 0.003 0.002 0
1794 0.006 0.005 0 0
1795 0.006 0 0.005 1
1796 0.006 0.005 0 1
1797 0.006 0 0.005 0
1798 0.006 0.005 0 0
1799 0.006 0 0.004 1
1800 0.006 0 0.005 0
1801 0.006 0.005 0 0
1802 0.006 0.005 0 0
1803 0.007 0.005 0 0
1804 0.006 0.005 0 0
1805 0.006 0.005 0 0
1806 0.006 0 0.005 0
1807 0.006 0.005 0 0
1808 0.006 0.005 0 0
1809 0.006 0.005 0 1
1810 0.007 0.005 0 1
1811 0.006 0.005 0 0
1812 0.005 0 0.005 0
1813 0.006 0.005 0 0
1814 0.006 0.005 0 0
1815 0.006 0.005 0 0
1816 0.007 0.005 0 0
1817 0.007 0.005 0 1
1818 0.007 0.004 0 1
1819 0.005 0.005 0 0
1820 0.006 0.005 0 0
1821 0.006 0.005 0 0
1822 0.006 0.005 0 0
1823 0.006 0.005 0 0
1824 0.005 0.005 0 0
1825 0.006 0.005 0 0
1826 0.006 0.004 0 0
1827 0.006 0 0.005 0
1828 0.006 0 0.005 0
1829 0.006 0.005 0 0
1830 0.007 0 0.005 0
1831 0.006 0.005 0 0
1832 0.006 0 0.005 0
1833 0.006 0.005 0 0
1834 0.006 0.005 0 0
1835 0.005 0 0.005 0
1836 0.005 0 0.004 0
1837 0.006 0 0.005 0
1838 0.005 0.005 0 0
1839 0.005 0.005 0 0
1840 0.006 0 0.005 0
1841 0.007 0.005 0 0
1842 0.007 0.005 0 0
1843 0.006 0 0.005 0
1844 0.006 0 0.005 0
1845 0.006 0.005 0 0
1846 0.006 0.005 0 0
1847 0.007 0 0.005 0
1848 0.005 0 0.004 0
1849 0.007 0.005 0 0
1850 0.007 0.005 0 0
1851 0.007 0 0.005 0
1852 0.008 0 0.005 1
1853 0.006 0.005 0 1
1854 0.006 0.005 0 0
1855 0.006 0.005 0 1
1856 0.006 0.005 0 0
1857 0.007 0.005 0 1
1858 0.006 0 0.005 0
1859 0.006 0.005 0 0
1860 0.005 0.004 0 0
1861 0.006 0.005 0 1
1862 0.006 0 0.005 0
1863 0.006 0 0.005 0
1864 0.006 0 0.005 0
1865 0.006 0 0.005 1
1866 0.006 0 0.004 0
1867 0.006 0.005 0 0
1868 0.005 0 0.004 0
1869 0.006 0.005 0 0
1870 0.006 0.005 0 0
1871 0.006 0 0.005 0
1872 0.006 0.005 0 1
1873 0.006 0.005 0 0
1874 0.006 0.005 0 0
1875 0.006 0.005 0 0
1876 0.007 0.005 0 0
1877 0.006 0.005 0 0
1878 0.005 0.005 0 0
1879 0.006 0.005 0 0
1880 0.007 0.005 0 0
1881 0.007 0 0.005 0
1882 0.007 0.005 0 0
1883 0.006 0.004 0 0
1884 0.006 0.005 0 0
1885 0.006 0 0.005 0
1886 0.006 0.005 0 0
1887 0.006 0.004 0 0
1888 0.006 0.005 0 0
1889 0.006 0.005 0 0
1890 0.006 0.005 0 0
1891 0.006 0.005 0 0
1892 0.006 0 0.004 0
1893 0.005 0.005 0 0
1894 0.006 0 0.005 0
1895 0.007 0.005 0 0
1896 0.006 0.005 0 0
1897 0.006 0.005 0 0
1898 0.006 0 0.004 0
1899 0.006 0.005 0 0
