no real user sys rows
8837 0.007 0 0.006 0
8838 0.007 0 0.005 0
8839 0.007 0.003 0.003 0
8840 0.017 0.006 0 8
8841 0.008 0.003 0.003 0
8842 0.027 0.001 0.005 255
8843 0.007 0.003 0.003 0
8844 0.007 0 0.005 0
8845 0.008 0.003 0.003 0
8846 0.038 0 0.006 265
8847 0.007 0.006 0 0
8848 0.009 0 0.006 0
8849 0.08 0.005 0.004 1760
8850 0.007 0 0.006 0
8851 0.007 0.003 0.003 0
8852 0.007 0.006 0 0
8853 0.006 0.001 0.005 0
8854 0.007 0.003 0.003 0
8855 0.006 0.005 0 0
8856 2.712 0.011 0 3651
8857 3.078 0.006 0.006 3651
8858 0.008 0.007 0 0
8859 1.855 0.008 0.004 3651
8860 1.462 0.004 0.007 3651
8861 0.144 0.011 0 3651
8862 0.007 0 0.006 0
8863 0.007 0 0.006 0
8864 0.006 0.006 0 0
8865 0.089 0.007 0.003 3375
8866 0.098 0.005 0.004 2560
8867 0.102 0.01 0 2840
8868 2.574 0.011 0 3651
8869 2.773 0.008 0.004 3651
8870 0.007 0.006 0 0
8871 0.015 0 0.006 1
8872 0.014 0.006 0 0
8873 0.016 0.006 0 5
8874 0.014 0.006 0 0
8875 0.009 0 0.006 1
8876 0.014 0.006 0 0
8877 0.014 0.005 0.001 0
8878 0.007 0.003 0.003 4
8879 0.013 0.006 0 0
8880 0.014 0.006 0 307
8881 0.007 0.001 0.005 0
8882 0.013 0.006 0 0
8883 0.007 0.006 0 0
8884 0.007 0.005 0 0
8885 0.007 0 0.006 1
8886 0.015 0.003 0.003 0
8887 0.007 0.006 0 1
8888 0.013 0.006 0 0
8889 0.015 0.006 0 0
8890 0.012 0.003 0.003 0
8891 0.013 0.006 0 0
8892 0.013 0.003 0.003 0
8893 0.008 0.006 0 0
8894 0.012 0 0.005 0
8895 0.031 0.01 0 3651
8896 0.016 0 0.006 0
8897 0.007 0.006 0 0
8898 0.014 0.006 0.001 0
8899 0.007 0.003 0.003 0
8900 0.015 0.006 0 0
8901 0.017 0.006 0 0
8902 0.027 0.002 0.005 392
8903 0.014 0.003 0.003 0
8904 0.016 0.006 0 0
8905 0.008 0 0.005 0
8906 0.043 0.006 0 56
8907 0.015 0 0.006 0
8908 0.021 0 0.006 54
8909 0.007 0.006 0 0
8910 0.016 0.005 0.001 0
8911 0.012 0.003 0.003 0
8912 0.014 0.006 0 0
8913 0.013 0.006 0 0
8914 0.016 0.006 0 0
8915 0.015 0.006 0 3
8916 0.007 0.005 0.001 2
8917 0.007 0.006 0 0
8918 0.013 0.006 0 3
8919 0.009 0.006 0 23
8920 0.007 0.006 0 22
8921 0.014 0 0.005 0
8922 0.006 0 0.005 1
8923 0.007 0 0.006 0
8924 0.015 0.003 0.003 1
8925 0.007 0 0.005 7
8926 0.014 0.003 0.003 3
8927 0.015 0.006 0 35
8928 0.015 0 0.006 0
8929 0.007 0 0.006 3
8930 0.014 0.006 0 0
8931 0.007 0.006 0 0
8932 0.021 0.006 0 54
8933 0.007 0.006 0 0
8934 0.007 0.006 0 0
8935 0.007 0.006 0 19
8936 0.007 0.003 0.003 1
8937 0.007 0.006 0 0
8938 0.013 0 0.005 0
8939 0.013 0 0.005 0
8940 0.015 0.001 0.005 0
8941 0.012 0 0.006 0
8942 0.016 0 0.006 0
8943 0.014 0.006 0 0
8944 0.031 0.005 0.001 392
8945 0.014 0.006 0 0
8946 0.014 0.006 0 0
8947 0.015 0 0.006 0
8948 0.008 0.006 0 52
8949 0.041 0.004 0.006 3218
8950 0.03 0 0.006 255
8951 0.007 0.006 0 0
8952 0.007 0 0.005 0
8953 0.007 0.006 0 0
8954 0.125 0.005 0.005 2829
8955 0.021 0.003 0.003 215
8956 0.028 0.006 0 306
8957 0.043 0.006 0 51
8958 0.024 0.005 0.001 317
8959 0.007 0.003 0.003 0
8960 0.027 0.006 0 153
8961 0.007 0.006 0 0
8962 0.01 0.006 0 0
8963 0.007 0.006 0 0
8964 0.007 0.006 0 0
8965 0.007 0.003 0.003 0
8966 0.027 0 0.006 50
8967 0.152 0.01 0 2856
8968 0.007 0.006 0 0
8969 0.006 0.003 0.003 0
8970 0.006 0.006 0 0
8971 0.006 0.005 0 0
8972 0.135 0.005 0.005 2790
8973 0.007 0 0.006 0
8974 0.043 0 0.006 153
8975 0.008 0.003 0.003 0
8976 0.007 0.006 0 0
8977 0.006 0.003 0.003 0
8978 0.008 0.005 0 0
8979 0.007 0.003 0.003 0
8980 0.007 0.006 0 0
8981 0.008 0.006 0 0
8982 0.007 0.006 0 0
8983 0.007 0 0.005 0
8984 0.008 0.006 0 0
8985 0.008 0 0.005 0
8986 0.013 0.006 0 31
8987 0.02 0 0.006 161
8988 0.009 0.006 0 0
8989 0.007 0.006 0 0
8990 0.008 0.003 0.003 0
8991 0.03 0.006 0 140
8992 0.007 0.006 0 0
8993 0.007 0.006 0 0
8994 0.011 0.006 0 165
8995 0.02 0.005 0.001 140
8996 0.007 0.006 0 0
8997 0.014 0.006 0 39
8998 0.008 0.006 0 0
8999 0.007 0.003 0.003 0
9000 0.007 0.006 0 0
9001 0.007 0.006 0 0
9002 0.007 0.005 0 0
9003 0.023 0.005 0.001 205
9004 0.007 0.006 0 0
9005 0.007 0.006 0 0
9006 0.006 0.006 0 0
9007 0.035 0 0.006 214
9008 0.007 0.006 0 0
9009 0.038 0.005 0.002 250
9010 0.008 0.006 0 0
9011 0.033 0 0.006 249
9012 0.007 0.003 0.003 0
9013 0.008 0 0.005 0
9014 0.009 0.003 0.003 0
9015 0.007 0.006 0 0
9016 0.007 0.006 0 0
9017 0.008 0.006 0 209
9018 0.007 0.006 0 0
9019 0.025 0.007 0 245
9020 0.007 0.006 0 0
9021 0.007 0 0.006 0
9022 0.007 0.006 0 0
9023 0.006 0 0.005 0
9024 0.007 0.006 0 0
9025 0.025 0.006 0 227
9026 0.007 0 0.006 0
9027 0.006 0 0.005 0
9028 0.015 0 0.005 10
9029 0.007 0.003 0.003 0
9030 0.006 0.005 0 0
9031 0.006 0 0.006 0
9032 0.006 0 0.005 0
9033 0.007 0.003 0.003 0
9034 0.007 0.005 0 0
9035 0.006 0.006 0 0
9036 0.006 0.003 0.003 0
9037 0.006 0.006 0 0
9038 0.008 0 0.005 0
9039 0.007 0 0.005 0
9040 0.007 0 0.005 0
9041 0.008 0 0.006 0
9042 0.029 0.007 0 205
9043 0.008 0.006 0 0
9044 0.007 0.006 0 0
9045 0.006 0.005 0 0
9046 0.006 0.005 0 0
9047 0.04 0.003 0.003 482
9048 0.007 0.006 0 0
9049 0.008 0.006 0 0
9050 0.007 0 0.005 0
9051 0.007 0.003 0.003 0
9052 0.007 0.006 0 0
9053 0.007 0 0.005 0
9054 0.008 0.003 0.003 0
9055 0.006 0.006 0 0
9056 0.011 0.006 0 100
9057 0.007 0.006 0 0
9058 0.015 0.001 0.005 200
9059 0.007 0.003 0.003 0
9060 0.035 0 0.006 305
9061 0.042 0.007 0 415
9062 0.01 0.006 0 20
9063 0.009 0 0.006 0
9064 0.013 0.006 0 10
9065 0.008 0 0.006 0
9066 0.007 0 0.006 0
9067 0.007 0 0.006 0
9068 0.007 0 0.005 0
9069 0.013 0.006 0 325
9070 0.008 0.006 0 0
9071 0.053 0 0.006 515
9072 0.007 0 0.005 0
9073 0.038 0.006 0 280
9074 0.007 0.006 0 0
9075 0.039 0.003 0.003 315
9076 0.009 0.006 0 0
9077 0.016 0 0.006 18
9078 0.021 0.005 0.001 50
9079 0.007 0.006 0 0
9080 0.007 0.006 0 0
9081 0.007 0.006 0 0
9082 0.007 0.003 0.003 0
9083 0.007 0.006 0 0
9084 0.008 0.006 0 0
9085 0.007 0.006 0 0
9086 0.086 0.009 0 2112
9087 0.007 0 0.006 0
9088 0.04 0.006 0 255
9089 0.03 0.006 0.003 2230
9090 0.009 0.006 0 0
9091 0.007 0.006 0 0
9092 0.007 0 0.006 0
9093 0.007 0 0.006 0
9094 0.006 0.006 0 0
9095 0.007 0.005 0 0
9096 0.008 0.003 0.003 0
9097 0.008 0 0.005 0
9098 0.007 0.005 0 0
9099 0.006 0 0.005 0
9100 0.007 0.006 0 0
9101 0.006 0.003 0.003 0
9102 0.008 0.005 0 0
9103 0.006 0 0.005 0
9104 0.007 0.006 0 0
9105 0.025 0.006 0 255
9106 0.007 0.006 0 0
9107 0.007 0 0.005 0
9108 0.008 0.003 0.003 0
9109 0.008 0 0.005 0
9110 0.007 0.006 0 0
9111 0.006 0.006 0 0
9112 0.007 0 0.005 0
9113 0.006 0.006 0 0
9114 0.006 0.003 0.003 0
9115 0.006 0.005 0 0
9116 0.006 0.005 0 0
9117 0.006 0 0.005 0
9118 0.787 0.01 0 3651
9119 1.664 0.011 0 3651
9120 0.093 0.006 0.006 3228
9121 0.083 0.007 0.003 3226
9122 0.11 0.011 0 3228
9123 0.009 0.006 0 0
9124 0.007 0.003 0.003 0
9125 0.101 0.004 0.005 2335
9126 0.147 0.008 0.004 3651
9127 0.088 0.007 0.003 2792
9128 0.096 0.01 0 2775
9129 2.657 0.01 0 3651
9130 0.902 0.01 0 3651
9131 2.907 0.008 0.004 3651
9132 0.008 0.006 0 0
9133 0.016 0.006 0 0
9134 0.045 0.004 0.005 3276
9135 0.2 0.007 0 331
9136 0.016 0.005 0.001 2
9137 0.014 0.003 0.003 0
9138 0.007 0 0.006 4
9139 0.007 0.005 0 0
9140 0.008 0.006 0 0
9141 0.007 0.006 0 0
9142 0.015 0.006 0 0
9143 0.017 0.006 0 0
9144 0.007 0.006 0 0
9145 0.007 0.001 0.005 0
9146 0.017 0.003 0.003 19
9147 0.013 0.006 0 0
9148 0.024 0 0.006 460
9149 0.008 0 0.006 0
9150 0.007 0.003 0.003 0
9151 0.007 0.006 0 0
9152 0.007 0.003 0.003 0
9153 0.014 0.006 0 0
9154 0.015 0 0.006 0
9155 0.008 0.006 0 0
9156 0.007 0 0.006 0
9157 0.014 0.006 0 0
9158 0.008 0 0.006 0
9159 0.013 0.006 0 0
9160 0.007 0.006 0 0
9161 0.013 0.006 0 0
9162 0.014 0.006 0 0
9163 0.007 0 0.006 0
9164 0.014 0.005 0.001 0
9165 0.008 0.003 0.003 0
9166 0.014 0 0.006 20
9167 0.014 0.003 0.003 3
9168 0.014 0.006 0 0
9169 0.009 0.006 0 1
9170 0.042 0.01 0 3276
9171 0.017 0 0.006 13
9172 0.014 0.006 0 0
9173 0.007 0.006 0 0
9174 0.007 0.006 0 1
9175 0.007 0.006 0 5
9176 0.007 0.006 0 0
9177 0.007 0.003 0.003 0
9178 0.012 0.006 0 0
9179 0.013 0.006 0 0
9180 0.007 0.006 0 0
9181 0.007 0.006 0 5
9182 0.007 0.006 0 1
9183 0.007 0 0.005 0
9184 0.065 0.01 0 3651
9185 0.007 0 0.006 0
9186 0.042 0.01 0 3276
9187 0.007 0.006 0 0
9188 0.007 0.006 0 0
9189 0.013 0.003 0.003 0
9190 0.014 0.003 0.003 0
9191 0.007 0.006 0 0
9192 0.012 0.006 0 0
9193 0.013 0.006 0 0
9194 0.013 0.006 0 0
9195 0.015 0 0.006 0
9196 0.007 0 0.005 0
9197 0.014 0 0.006 0
9198 0.014 0.006 0 0
9199 0.013 0.006 0 0
9200 0.007 0.006 0 0
9201 0.014 0.005 0.001 0
9202 0.013 0.006 0 0
9203 0.007 0 0.006 0
9204 0.007 0.005 0 0
9205 0.007 0.006 0 0
9206 0.007 0.006 0 0
9207 0.068 0.006 0.003 1396
9208 0.007 0.003 0.003 0
9209 0.008 0.006 0 0
9210 0.007 0.006 0 0
9211 0.03 0.007 0 407
9212 0.016 0.006 0 4
9213 0.052 0.007 0 516
9214 0.008 0.006 0 0
9215 0.161 0.01 0 3090
9216 0.142 0 0.01 2860
9217 0.033 0.005 0.001 186
9218 0.008 0.006 0 0
9219 0.007 0 0.005 0
9220 0.033 0.007 0 205
9221 0.076 0.008 0 1435
9222 0.008 0.006 0 0
9223 0.008 0 0.006 0
9224 0.008 0.006 0 0
9225 0.008 0 0.006 0
9226 0.015 0.003 0.003 42
9227 0.007 0.006 0 0
9228 0.007 0.006 0 0
9229 0.009 0.003 0.003 0
9230 0.012 0.003 0.003 141
9231 0.024 0 0.006 245
9232 0.025 0.006 0 120
9233 0.037 0.003 0.004 245
9234 0.024 0.003 0.003 146
9235 0.009 0 0.006 0
9236 0.008 0.006 0 0
9237 0.008 0.006 0 0
9238 0.007 0.006 0 0
9239 0.008 0.006 0 0
9240 0.007 0.006 0 0
9241 0.008 0 0.005 0
9242 0.007 0.006 0 0
9243 0.007 0.006 0 0
9244 0.009 0.003 0.003 140
9245 0.022 0.006 0 227
9246 0.007 0.003 0.003 0
9247 0.026 0 0.006 245
9248 0.034 0 0.006 300
9249 0.007 0 0.006 0
9250 0.007 0.006 0 0
9251 0.025 0 0.006 243
9252 0.007 0.006 0 0
9253 0.007 0.003 0.003 0
9254 0.007 0 0.005 0
9255 0.014 0.006 0 14
9256 0.007 0.003 0.003 0
9257 0.007 0.006 0 0
9258 0.007 0.006 0 0
9259 0.027 0.006 0 250
9260 0.008 0.006 0 0
9261 0.018 0.007 0 205
9262 0.007 0.006 0 0
9263 0.007 0.003 0.003 0
9264 0.008 0 0.005 0
9265 0.009 0.003 0.003 0
9266 0.007 0.006 0 0
9267 0.007 0.005 0 0
9268 0.007 0.005 0.001 0
9269 0.007 0.003 0.003 0
9270 0.026 0.006 0 240
9271 0.007 0.001 0.005 0
9272 0.02 0.003 0.003 100
9273 0.007 0 0.006 0
9274 0.007 0 0.006 0
9275 0.007 0.006 0 0
9276 0.007 0.006 0 0
9277 0.007 0.006 0 0
9278 0.007 0.006 0 0
9279 0.013 0.007 0 305
9280 0.024 0.003 0.003 240
9281 0.007 0.003 0.003 0
9282 0.007 0.006 0 0
9283 0.007 0 0.005 0
9284 0.007 0.006 0 0
9285 0.034 0.006 0 250
9286 0.025 0.007 0 250
9287 0.007 0.006 0 0
9288 0.007 0.001 0.005 0
9289 0.009 0.006 0 0
9290 0.046 0.005 0.001 370
9291 0.007 0 0.006 0
9292 0.008 0 0.005 0
9293 0.007 0.003 0.003 0
9294 0.018 0.006 0 215
9295 0.009 0.006 0 0
9296 0.006 0.006 0 0
9297 0.007 0.006 0 0
9298 0.007 0.006 0 0
9299 0.007 0.006 0 0
9300 0.007 0.006 0 0
9301 0.01 0.006 0 240
9302 0.022 0.005 0.003 220
9303 0.018 0.003 0.003 100
9304 0.008 0.005 0.001 0
9305 0.007 0.006 0 0
9306 0.007 0.006 0 0
9307 0.007 0.003 0.003 0
9308 0.057 0.005 0.002 640
9309 0.007 0.003 0.003 0
9310 0.007 0.005 0 0
9311 0.008 0.003 0.003 0
9312 0.079 0.006 0.003 1720
9313 0.092 0.005 0.005 2075
9314 0.007 0.003 0.003 0
9315 0.007 0.006 0 0
9316 0.007 0.006 0 0
9317 0.007 0.003 0.003 0
9318 0.007 0 0.006 0
9319 0.034 0.007 0 254
9320 0.007 0.006 0 0
9321 0.037 0.005 0.002 304
9322 0.007 0.006 0 0
9323 0.009 0.006 0 0
9324 0.007 0.005 0.001 0
9325 0.007 0.006 0 0
9326 0.036 0.006 0 255
9327 0.007 0 0.006 0
9328 0.007 0.007 0 0
9329 0.008 0.006 0 0
9330 0.038 0.007 0 291
9331 0.008 0.003 0.003 0
9332 0.007 0.006 0 0
9333 0.007 0 0.005 0
9334 0.007 0.006 0 0
9335 0.008 0.006 0 0
9336 0.127 0.005 0.005 2960
9337 0.007 0.003 0.003 0
9338 0.008 0 0.006 0
9339 0.007 0 0.006 0
9340 0.007 0.005 0.001 0
9341 0.007 0.006 0 0
9342 0.007 0.005 0 0
9343 0.006 0.006 0 0
9344 0.008 0 0.005 0
9345 0.036 0 0.01 3228
9346 1.721 0.011 0 3651
9347 0.007 0.006 0 0
9348 0.083 0.01 0 2784
9349 0.084 0.007 0.003 3046
9350 0.009 0.006 0 0
9351 0.007 0.006 0 0
9352 0.02 0.003 0.003 21
9353 0.016 0 0.005 0
9354 0.007 0.006 0 0
9355 0.019 0.006 0 11
9356 0.008 0 0.006 2
9357 0.015 0.006 0 0
9358 0.007 0.006 0 1
9359 0.017 0.006 0 0
9360 0.014 0.005 0.001 0
9361 0.014 0.005 0.001 13
9362 0.007 0.006 0 0
9363 0.014 0.006 0 24
9364 0.013 0.006 0 0
9365 0.013 0.006 0 10
9366 0.015 0.006 0 0
9367 0.016 0.006 0 13
9368 0.016 0 0.006 1
9369 0.039 0 0.006 384
9370 0.007 0.006 0 1
9371 0.014 0 0.006 3
9372 0.013 0.003 0.003 0
9373 0.013 0.003 0.003 0
9374 0.015 0.006 0 0
9375 0.007 0.006 0 5
9376 0.015 0.006 0 5
9377 0.016 0.006 0 4
9378 0.007 0.006 0 1
9379 0.015 0.003 0.003 0
9380 0.007 0.006 0 3
9381 0.006 0.006 0 0
9382 0.016 0 0.005 0
9383 0.008 0.006 0 0
9384 0.015 0 0.005 0
9385 0.007 0 0.005 0
9386 0.007 0.006 0 0
9387 0.015 0 0.006 0
9388 0.063 0.005 0.005 3276
9389 0.016 0.003 0.003 0
9390 0.012 0 0.005 0
9391 0.011 0.005 0.001 0
9392 0.007 0.006 0 0
9393 0.013 0.003 0.003 0
9394 0.014 0 0.006 0
9395 0.015 0.006 0 0
9396 0.011 0.003 0.003 306
9397 0.013 0.005 0 0
9398 0.014 0 0.006 0
9399 0.012 0.005 0 0
9400 0.014 0.006 0 0
9401 0.014 0.003 0.003 0
9402 0.013 0.006 0 392
9403 0.021 0.006 0 392
9404 0.017 0.006 0 0
9405 0.007 0.003 0.003 0
9406 0.013 0.006 0 0
9407 0.015 0.006 0 0
9408 0.014 0 0.006 0
9409 0.016 0.006 0 0
9410 0.015 0 0.006 0
9411 0.007 0.006 0 0
9412 0.015 0.006 0 0
9413 0.015 0.001 0.005 0
9414 0.007 0.003 0.003 0
9415 0.006 0.006 0 0
9416 0.006 0.005 0 0
9417 0.007 0.005 0 20
9418 0.007 0.006 0 1
9419 0.014 0.005 0 0
9420 0.007 0.006 0 0
9421 0.006 0 0.006 0
9422 0.029 0.006 0 409
9423 0.008 0 0.005 0
9424 0.014 0.003 0.003 0
9425 0.013 0.006 0 0
9426 0.013 0 0.006 0
9427 0.013 0.003 0.003 0
9428 0.008 0 0.007 2
9429 0.013 0.006 0 0
9430 0.014 0.005 0.001 0
9431 0.007 0 0.006 1
9432 0.014 0 0.006 3
9433 0.008 0.006 0 2
9434 0.013 0 0.006 0
9435 0.014 0.006 0 0
9436 0.013 0.006 0 0
9437 0.014 0.006 0 0
9438 0.007 0 0.006 0
9439 0.014 0.003 0.003 0
9440 0.013 0.006 0 0
9441 0.021 0.006 0 52
9442 0.014 0.006 0 0
9443 0.014 0.006 0 0
9444 0.014 0.006 0 0
9445 0.007 0.005 0.001 0
9446 0.015 0.003 0.003 0
9447 0.015 0.006 0 0
9448 0.012 0.006 0 0
9449 0.008 0.006 0 0
9450 0.014 0.006 0 0
9451 0.014 0.006 0 0
9452 0.029 0.01 0 3218
9453 0.014 0.006 0 0
9454 0.007 0.006 0 0
9455 0.007 0.006 0 0
9456 0.006 0.003 0.003 0
9457 0.007 0.006 0 0
9458 0.007 0 0.005 0
9459 0.006 0.003 0.003 0
9460 0.015 0.006 0 15
9461 0.007 0.006 0 0
9462 0.14 0.006 0.006 2856
9463 0.007 0.006 0 0
9464 0.007 0 0.005 0
9465 0.007 0.006 0 0
9466 0.01 0.006 0 219
9467 0.007 0.005 0 0
9468 0.006 0.006 0 0
9469 0.056 0.007 0 445
9470 0.033 0.007 0 148
9471 0.009 0.006 0 142
9472 0.007 0.006 0 0
9473 0.007 0.006 0 0
9474 0.008 0.006 0 0
9475 0.007 0.005 0 0
9476 0.008 0.006 0 0
9477 0.007 0.005 0.001 0
9478 0.008 0.006 0 0
9479 0.006 0.006 0 0
9480 0.017 0.005 0.001 186
9481 0.023 0.006 0 139
9482 0.008 0.006 0 0
9483 0.007 0.006 0 0
9484 0.011 0.006 0 204
9485 0.007 0.001 0.005 0
9486 0.008 0.006 0 0
9487 0.008 0 0.005 0
9488 0.03 0 0.006 190
9489 0.019 0 0.006 155
9490 0.008 0.003 0.003 0
9491 0.008 0.006 0 0
9492 0.02 0 0.006 180
9493 0.007 0.006 0 0
9494 0.007 0 0.006 0
9495 0.007 0.005 0.001 0
9496 0.008 0.006 0 0
9497 0.008 0.006 0 0
9498 0.007 0.006 0 0
9499 0.007 0.006 0 0
9500 0.008 0 0.005 0
9501 0.022 0.006 0 150
9502 0.007 0.005 0.001 0
9503 0.007 0.003 0.003 0
9504 0.008 0.006 0 0
9505 0.007 0.006 0 0
9506 0.01 0.003 0.003 0
9507 0.083 0.005 0.003 847
9508 0.007 0 0.006 0
9509 0.008 0.003 0.003 0
9510 0.019 0.006 0 218
9511 0.007 0.003 0.003 0
9512 0.007 0 0.006 0
9513 0.007 0 0.005 0
9514 0.043 0.003 0.003 277
9515 0.007 0 0.006 0
9516 0.027 0 0.006 250
9517 0.008 0.006 0 0
9518 0.007 0.006 0.001 0
9519 0.021 0.003 0.003 245
9520 0.007 0.006 0 0
9521 0.007 0.006 0 0
9522 0.007 0.006 0 0
9523 0.01 0.006 0 227
9524 0.007 0.003 0.003 0
9525 0.007 0.006 0 0
9526 0.006 0.006 0 0
9527 0.007 0.003 0.003 0
9528 0.006 0 0.005 0
9529 0.028 0.006 0 245
9530 0.007 0 0.006 0
9531 0.007 0.001 0.005 0
9532 0.029 0.003 0.004 250
9533 0.035 0.004 0.003 272
9534 0.008 0.006 0 0
9535 0.007 0.006 0 0
9536 0.007 0 0.005 0
9537 0.025 0.003 0.003 220
9538 0.007 0.006 0 0
9539 0.007 0.005 0 0
9540 0.044 0.007 0 320
9541 0.008 0 0.006 0
9542 0.011 0.006 0 15
9543 0.007 0.006 0 0
9544 0.007 0.006 0 0
9545 0.008 0.005 0.001 0
9546 0.021 0.005 0.001 215
9547 0.007 0.006 0 0
9548 0.022 0.006 0 220
9549 0.007 0.006 0 0
9550 0.051 0 0.007 835
9551 0.009 0.003 0.003 0
9552 0.007 0.003 0.003 0
9553 0.007 0.006 0 0
9554 0.008 0 0.005 0
9555 0.007 0.003 0.003 0
9556 0.007 0 0.005 0
9557 0.007 0.006 0 0
9558 0.017 0.006 0 15
9559 0.007 0.003 0.003 0
9560 0.007 0 0.006 0
9561 0.007 0.006 0 0
9562 0.008 0 0.006 0
9563 0.035 0.001 0.005 205
9564 0.007 0 0.006 0
9565 0.008 0.006 0 0
9566 0.026 0.003 0.003 220
9567 0.007 0.006 0 0
9568 0.03 0.006 0 255
9569 0.008 0.003 0.003 0
9570 0.073 0.007 0 584
9571 0.008 0.006 0 0
9572 0.008 0.005 0.001 0
9573 0.007 0.003 0.003 0
9574 0.006 0.006 0 0
9575 0.008 0.005 0 0
9576 0.008 0.003 0.003 0
9577 0.007 0 0.005 0
9578 0.007 0.003 0.003 0
9579 0.007 0.006 0 0
9580 0.008 0 0.005 0
9581 0.007 0 0.006 0
9582 0.006 0.005 0 0
9583 0.025 0.006 0 50
9584 0.014 0.001 0.005 23
9585 0.008 0.003 0.003 0
9586 0.007 0.005 0.001 0
9587 0.007 0.006 0 0
9588 0.008 0.003 0.003 0
9589 0.006 0.005 0 0
9590 0.008 0.006 0 0
9591 0.007 0 0.006 0
9592 0.008 0.006 0 0
9593 0.007 0 0.005 0
9594 0.006 0.005 0 0
9595 0.006 0.005 0 0
9596 0.009 0 0.006 0
9597 0.007 0.006 0 0
9598 0.006 0.006 0 0
9599 0.006 0 0.005 0
9600 0.007 0.003 0.003 0
9601 0.006 0.006 0 0
9602 0.007 0.005 0.001 0
9603 0.172 0.011 0 3636
9604 0.782 0.011 0 3651
9605 0.007 0.006 0 0
9606 0.01 0.006 0 0
9607 0.026 0.007 0 358
9608 0.007 0.006 0.001 0
9609 0.007 0.006 0 0
9610 0.092 0.009 0 2155
9611 0.101 0 0.009 2845
9612 0.105 0.007 0.003 2930
9613 2.083 0.007 0.003 3651
9614 2.012 0.006 0.005 3651
9615 0.007 0.005 0 0
9616 0.009 0.006 0 0
9617 0.008 0 0.005 20
9618 0.013 0 0.006 0
9619 0.007 0 0.006 19
9620 0.015 0 0.006 0
9621 0.014 0.003 0.003 0
9622 0.009 0.003 0.003 51
9623 0.015 0.003 0.003 0
9624 0.235 0 0.006 320
9625 0.015 0.006 0 0
9626 0.313 0 0.006 419
9627 0.016 0 0.006 0
9628 0.014 0 0.006 2
9629 0.018 0.006 0 0
9630 0.013 0 0.006 0
9631 0.007 0.006 0 0
9632 0.015 0.006 0 3
9633 0.007 0.003 0.003 0
9634 0.015 0.005 0.001 0
9635 0.016 0.006 0 0
9636 0.018 0.006 0 0
9637 0.016 0 0.006 0
9638 0.008 0.006 0 0
9639 0.007 0.003 0.003 0
9640 0.007 0.006 0 0
9641 0.008 0.005 0 0
9642 0.009 0.006 0 0
9643 0.057 0.004 0.006 3276
9644 0.017 0.003 0.003 0
9645 0.007 0 0.005 0
9646 0.015 0.003 0.003 0
9647 0.007 0.006 0 0
9648 0.016 0.006 0 0
9649 0.013 0 0.006 0
9650 0.016 0 0.006 0
9651 0.022 0.006 0 0
9652 0.017 0 0.006 0
9653 0.014 0.006 0 0
9654 0.014 0.006 0 0
9655 0.007 0.006 0 0
9656 0.012 0.003 0.003 0
9657 0.015 0.006 0 0
9658 0.015 0.006 0 0
9659 0.014 0 0.006 0
9660 0.015 0.003 0.003 0
9661 0.014 0.006 0 0
9662 0.059 0.005 0.004 3194
9663 0.007 0.006 0 0
9664 0.006 0.006 0 0
9665 0.007 0 0.005 21
9666 0.014 0.003 0.003 0
9667 0.007 0.003 0.003 7
9668 0.014 0.006 0 0
9669 0.013 0 0.006 0
9670 0.007 0.006 0 0
9671 0.017 0.004 0.003 2
9672 0.007 0.003 0.003 4
9673 0.006 0.006 0 0
9674 0.015 0.006 0 0
9675 0.017 0.005 0.001 0
9676 0.016 0.006 0 0
9677 0.298 0.007 0 392
9678 0.018 0.006 0 1
9679 0.015 0.006 0 0
9680 0.013 0.006 0 0
9681 0.007 0.006 0 0
9682 0.007 0.006 0 5
9683 0.007 0.003 0.003 5
9684 0.055 0.006 0 53
9685 0.028 0.007 0 60
9686 0.008 0.006 0 1
9687 0.01 0.003 0.003 58
9688 0.016 0.005 0.001 3
9689 0.015 0.003 0.003 3
9690 0.059 0.009 0 3142
9691 0.008 0.006 0 2
9692 0.016 0.006 0 0
9693 0.009 0.005 0.001 0
9694 0.007 0.006 0 0
9695 0.016 0.006 0 0
9696 0.007 0.003 0.003 0
9697 0.046 0.004 0.005 3276
9698 0.007 0 0.006 0
9699 0.013 0.006 0 0
9700 0.012 0.006 0 0
9701 0.015 0 0.006 0
9702 0.007 0.006 0 0
9703 0.007 0.005 0 0
9704 0.006 0 0.005 0
9705 0.006 0 0.005 0
9706 0.013 0 0.005 0
9707 0.017 0 0.005 0
9708 0.012 0.006 0 0
9709 0.014 0.006 0 0
9710 0.056 0.006 0 56
9711 0.014 0.006 0 0
9712 0.051 0.01 0 3218
9713 0.059 0.01 0 3292
9714 0.008 0.006 0 0
9715 0.007 0.005 0 0
9716 0.006 0.006 0 0
9717 0.009 0.006 0 0
9718 0.02 0.006 0 51
9719 0.007 0 0.006 0
9720 0.007 0 0.005 0
9721 0.007 0.005 0 0
9722 0.008 0.006 0 15
9723 0.007 0.006 0 0
9724 0.022 0 0.006 105
9725 0.008 0.006 0 0
9726 0.008 0 0.005 0
9727 0.008 0.005 0 0
9728 0.023 0.006 0 106
9729 0.008 0.006 0 0
9730 0.019 0 0.006 144
9731 0.008 0 0.006 0
9732 0.006 0.001 0.005 0
9733 0.008 0 0.005 0
9734 0.016 0.006 0 189
9735 0.026 0.006 0 141
